what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370714527728
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1370714533088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370714545243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1370714550307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370714557932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370714563235
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370714564658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370714576188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1370714578365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1370714583914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1370714587518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370714592843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714594621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714597246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714598453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714726883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1370714763627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370714767109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714770498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714775399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370714782261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714783842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714828266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714828736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714830833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714832048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370714845570
