what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371026831805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371026837708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371026838316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027068686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027069471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027233218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027233665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027364357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027365439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027696138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027696635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027698357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027698923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027731631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371027732281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371028058973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371028075511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371028157178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371028158279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371028699944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371028706327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371028747714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371028748950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371028752606
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371028762498
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371028763651
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371028786582
error,log,,,"Could not create action delegate for id: org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1371028788894
error,log,,,"Plug-in org.eclipse.wb.core.java was unable to load class org.eclipse.debug.ui.actions.RulerToggleBreakpointActionDelegate.",1371028788915
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1371028789216
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1371028789370
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1371028832009
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1371028854415
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1371028854749
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1371028854847
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1371028855800
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1371028869147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371028872673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371028911469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371028913284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371028914911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028916196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028916368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028916536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028916705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028916872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028917041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028917209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028917369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028917528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1371028917942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371028924059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371028927931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371028929202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371028933288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371028944942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371028949752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371028963355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1371028969836
