<Andrew_Jackson>w5v1j5	rdf:type	<wikicategory_Presidents_of_the_United_States>	andrewjackson	(6,7)
<Andrew_Johnson>12vamz9	rdf:type	<wikicategory_Presidents_of_the_United_States>	andrewjohnson	(6,7)
<Algiers>1bw6wux	rdf:type	<wikicategory_Capitals_in_Africa>	algiers	
<Ambrosius_Aurelianus>h4qjlz	rdf:type	<wikicategory_Mythological_kings>	ambrosiusaurelianus	(9,10)
<Arnold_Schwarzenegger>wulbqs	rdf:type	<wikicategory_20th-century_actors>	arnoldschwarzenegger	(6,14)
<Arnold_Schwarzenegger>wulbqs	rdf:type	<wikicategory_21st-century_actors>	arnoldschwarzenegger	(6,14)
<Arnold_Schwarzenegger>wulbqs	rdf:type	<wikicategory_American_film_directors>	arnoldschwarzenegger	(6,14)
<Antlia>1w13719	rdf:type	<wikicategory_Constellations>	antlia	
<Ara_(constellation)>1181jv3	rdf:type	<wikicategory_Constellations>	ara	
<Arkansas>bvsom6	rdf:type	<wikicategory_States_of_the_United_States>	arkansas	
<Apus>zjrx2l	rdf:type	<wikicategory_Constellations>	apus	
<A._J._Ayer>nu2m8e	rdf:type	<wikicategory_Jewish_philosophers>	ajayer	(1,1,4)
<Atle_Selberg>1pzghq7	rdf:type	<wikicategory_20th-century_mathematicians>	atleselberg	(4,7)
<Andrew_Wiles>7ml6ly	rdf:type	<wikicategory_20th-century_mathematicians>	andrewwiles	(6,5)
<Alexander_Grothendieck>1u23o5c	rdf:type	<wikicategory_20th-century_mathematicians>	alexandergrothendieck	(9,12)
<Adam_Weishaupt>1nomjco	rdf:type	<wikicategory_German_philosophers>	adamweishaupt	(4,9)
<Abijah>1vuale1	rdf:type	<wikicategory_Hebrew_Bible_people>	abijah	
<Abimelech>pgm2ri	rdf:type	<wikicategory_Hebrew_Bible_people>	abimelech	
<Ani_DiFranco>uj5gzx	rdf:type	<wikicategory_American_folk_rock_musicians>	anidifranco	(3,8)
<Angles>1w0uw4g	rdf:type	<wikicategory_Ethnic_groups_in_Europe>	angles	
<Aaliyah>16rgfwj	rdf:type	<wikicategory_Hip_hop_singers>	aaliyah	
<Aaliyah>16rgfwj	rdf:type	<wikicategory_American_pop_singers>	aaliyah	
<Arsenal_F.C.>tam20s	rdf:type	<wikicategory_Premier_League_clubs>	arsenalfc	(7,2)
<Atlantis>15pmwe0	rdf:type	<wikicategory_Mythological_places>	atlantis	
<Ajmer>10k8nht	rdf:type	<wikicategory_Holy_cities>	ajmer	
<Amy_Grant>20wm3u	rdf:type	<wikicategory_American_pop_singers>	amygrant	(3,5)
<Abigail>176swxx	rdf:type	<wikicategory_Hebrew_Bible_people>	abigail	
<Andrei_Sakharov>r4pahv	rdf:type	<wikicategory_Nobel_Peace_Prize_laureates>	andreisakharov	(6,8)
<Aung_San_Suu_Kyi>1i4w4im	rdf:type	<wikicategory_Nobel_Peace_Prize_laureates>	aungsansuukyi	(4,3,3,3)
<Aung_San_Suu_Kyi>1i4w4im	rdf:type	<wikicategory_Nonviolence_advocates>	aungsansuukyi	(4,3,3,3)
<Abraham_Joshua_Heschel>1wp7878	rdf:type	<wikicategory_Jewish_philosophers>	abrahamjoshuaheschel	(7,6,7)
<Abraham_Joshua_Heschel>1wp7878	rdf:type	<wikicategory_German_philosophers>	abrahamjoshuaheschel	(7,6,7)
<Alex_Lifeson>8qxa7p	rdf:type	<wikicategory_Lead_guitarists>	alexlifeson	(4,7)
<Albanians>1rc7etd	rdf:type	<wikicategory_Ethnic_groups_in_Europe>	albanians	
<A_Little_Night_Music>k68dg3	rdf:type	<wikicategory_Broadway_musicals>	alittlenightmusic	(1,6,5,5)
<Ariel_Sharon>y50izp	rdf:type	<wikicategory_Israeli_party_leaders>	arielsharon	(5,6)
<Ariel_Sharon>y50izp	rdf:type	<wikicategory_Prime_Ministers_of_Israel>	arielsharon	(5,6)
<Agner_Krarup_Erlang>8tp6il	rdf:type	<wikicategory_20th-century_mathematicians>	agnerkraruperlang	(5,6,6)
<Anyone_Can_Whistle>9te7em	rdf:type	<wikicategory_Broadway_musicals>	anyonecanwhistle	(6,3,7)
<AMOS_(programming_language)>vv113m	rdf:type	<wordnet_programming_language_106898352>	amos	
<A_Funny_Thing_Happened_on_the_Way_to_the_Forum>1nl6okz	rdf:type	<wikicategory_Broadway_musicals>	afunnythinghappenedonthewaytotheforum	(1,5,5,8,2,3,3,2,3,5)
<Amnon>10kalfl	rdf:type	<wikicategory_Hebrew_Bible_people>	amnon	
<Adin_Steinsaltz>1hprcr6	rdf:type	<wikicategory_Israeli_non-fiction_writers>	adinsteinsaltz	(4,10)
<Baltic_Sea>chb981	rdf:type	<wikicategory_European_seas>	balticsea	(6,3)
<Belgium>1nbzmcj	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	belgium	
<Belgium>1nbzmcj	rdf:type	<wikicategory_European_countries>	belgium	
<Belgium>1nbzmcj	rdf:type	<wikicategory_Countries_bordering_the_Atlantic_Ocean>	belgium	
<Berlin>1wd5e4i	rdf:type	<wikicategory_Capitals_in_Europe>	berlin	
<Bill_Clinton>l8mfbh	rdf:type	<wikicategory_Presidents_of_the_United_States>	billclinton	(4,7)
<Britney_Spears>nzah9u	rdf:type	<wikicategory_American_pop_singers>	britneyspears	(7,6)
<Britney_Spears>nzah9u	rdf:type	<wikicategory_21st-century_actors>	britneyspears	(7,6)
<Brazil>1wk05fw	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	brazil	
<Brazil>1wk05fw	rdf:type	<wikicategory_Countries_bordering_the_Atlantic_Ocean>	brazil	
<Black_Sea>jnyabz	rdf:type	<wikicategory_European_seas>	blacksea	(5,3)
<Baruch_Spinoza>1hjhtj0	rdf:type	<wikicategory_Jewish_philosophers>	baruchspinoza	(6,7)
<Baruch_Spinoza>1hjhtj0	rdf:type	<wikicategory_Philosophers_of_mind>	baruchspinoza	(6,7)
<Bulgaria>e9m0xj	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	bulgaria	
<Bulgaria>e9m0xj	rdf:type	<wikicategory_European_countries>	bulgaria	
<The_Bahamas>1vhgz4p	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	thebahamas	(3,7)
<Bangladesh>mrrh0j	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	bangladesh	
<Barbados>7ln1jq	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	barbados	
<Belarus>1nbvz3s	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	belarus	
<Belarus>1nbvz3s	rdf:type	<wikicategory_European_countries>	belarus	
<Belize>1wd1idn	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	belize	
<Benin>10kp9zk	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	benin	
<Benin>10kp9zk	rdf:type	<wikicategory_Countries_bordering_the_Atlantic_Ocean>	benin	
<Benin>10kp9zk	rdf:type	<wikicategory_African_countries>	benin	
<Bolivia>1s2hdlw	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	bolivia	
<Botswana>17ol2h	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	botswana	
<Botswana>17ol2h	rdf:type	<wikicategory_African_countries>	botswana	
<Brunei>1wkco6l	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	brunei	
<Brunei>1wkco6l	rdf:type	<wikicategory_Southeast_Asian_countries>	brunei	
<Burkina_Faso>kr4lie	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	burkinafaso	(7,4)
<Burkina_Faso>kr4lie	rdf:type	<wikicategory_African_countries>	burkinafaso	(7,4)
<Bulgaria>e9m0xj	rdf:type	<wikicategory_European_Union_member_economies>	bulgaria	
<Brussels>19pul47	rdf:type	<wikicategory_Capitals_in_Europe>	brussels	
<Blade_Runner>1wg2zqv	rdf:type	<wikicategory_Films_directed_by_Ridley_Scott>	bladerunner	(5,6)
<Bud_Spencer>1tasz3w	rdf:type	<wikicategory_Spaghetti_Western_actors>	budspencer	(3,7)
<Benjamin_Disraeli>f3pbx0	rdf:type	<wikicategory_English_novelists>	benjamindisraeli	(8,8)
<Benoit_Mandelbrot>3wmc52	rdf:type	<wikicategory_20th-century_mathematicians>	benoitmandelbrot	(6,10)
<Bing_Crosby>1cxcqo9	rdf:type	<wikicategory_20th-century_actors>	bingcrosby	(4,6)
<BASIC>10k1pn2	rdf:type	<wordnet_programming_language_106898352>	basic	
<BCPL>zjrlrx	rdf:type	<wordnet_programming_language_106898352>	bcpl	
<Bronski_Beat>1svdcwj	rdf:type	<wikicategory_Synthpop_groups>	bronskibeat	(7,4)
<Brainfuck>1hfjaz1	rdf:type	<wordnet_programming_language_106898352>	brainfuck	
<Bertrand_Russell>1k0bor1	rdf:type	<wikicategory_20th-century_mathematicians>	bertrandrussell	(8,7)
<Bill_Schelter>1rh4q4a	rdf:type	<wikicategory_20th-century_mathematicians>	billschelter	(4,8)
<Brian_De_Palma>17xkmzu	rdf:type	<wikicategory_American_film_directors>	briandepalma	(5,2,5)
<Bobby_Charlton>1tsh2q8	rdf:type	<wikicategory_Manchester_United_F.C._players>	bobbycharlton	(5,8)
<Bavarii>1ll7f60	rdf:type	<wikicategory_Ethnic_groups_in_Europe>	bavarii	
<Burgundians>kbfko0	rdf:type	<wikicategory_Ethnic_groups_in_Europe>	burgundians	
<Bethlehem>s4wh8g	rdf:type	<wikicategory_Cities_in_the_West_Bank>	bethlehem	
<Bethlehem>s4wh8g	rdf:type	<wikicategory_Holy_cities>	bethlehem	
<Buddy_Holly>1cd6t21	rdf:type	<wikicategory_American_rock_guitarists>	buddyholly	(5,5)
<Billy_Bob_Thornton>1k40hf	rdf:type	<wikicategory_American_film_directors>	billybobthornton	(5,3,8)
<B_(programming_language)>1loe0dc	rdf:type	<wordnet_programming_language_106898352>	b	
<Baghdad>1ld2olj	rdf:type	<wikicategory_Capitals_in_Asia>	baghdad	
<Bishkek>1pc1c5x	rdf:type	<wikicategory_Capitals_in_Asia>	bishkek	
<Brian_Aldiss>1qyruuh	rdf:type	<wikicategory_English_science_fiction_writers>	brianaldiss	(5,6)
<Baku>zjs8p5	rdf:type	<wikicategory_Capitals_in_Asia>	baku	
<Baku>zjs8p5	rdf:type	<wikicategory_Capitals_in_Europe>	baku	
<Basque_people>1ikl3gh	rdf:type	<wikicategory_Ethnic_groups_in_Europe>	basquepeople	(6,6)
<Boris_Pasternak>1i1kt61	rdf:type	<wikicategory_Jewish_poets>	borispasternak	(5,9)
<Batman_Returns>vykbah	rdf:type	<wikicategory_Films_directed_by_Tim_Burton>	batmanreturns	(6,7)
<Blitz_BASIC>1cqbb6c	rdf:type	<wordnet_programming_language_106898352>	blitzbasic	(5,5)
<Bill_Bixby>5uesq8	rdf:type	<wikicategory_American_film_directors>	billbixby	(4,5)
<Bo_Diddley>6flt8p	rdf:type	<wikicategory_American_rock_guitarists>	bodiddley	(2,7)
<Belfast>1nbytdx	rdf:type	<wikicategory_Capitals_in_Europe>	belfast	
<Charlie_Chaplin>dilmeo	rdf:type	<wikicategory_English_film_actors>	charliechaplin	(7,7)
<Copenhagen>1kk7tu2	rdf:type	<wikicategory_Capitals_in_Europe>	copenhagen	
<Colombia>q6kjcs	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	colombia	
<Czech_Republic>599siw	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	czechrepublic	(5,8)
<Czech_Republic>599siw	rdf:type	<wikicategory_European_countries>	czechrepublic	(5,8)
<Colorado>q6npft	rdf:type	<wikicategory_States_of_the_United_States>	colorado	
<Comoros>7qf5k8	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	comoros	
<Comoros>7qf5k8	rdf:type	<wikicategory_Arabic-speaking_countries_and_territories>	comoros	
<Comoros>7qf5k8	rdf:type	<wikicategory_African_countries>	comoros	
<China>10lavxz	rdf:type	<wikicategory_East_Asian_countries>	china	
<China>10lavxz	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	china	
<China>10lavxz	rdf:type	<wikicategory_Central_Asian_countries>	china	
<California>1nn3opk	rdf:type	<wikicategory_States_of_the_United_States>	california	
<Capricornus>1269lgv	rdf:type	<wikicategory_Constellations>	capricornus	
<Cameroon>y3zvci	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	cameroon	
<Cameroon>y3zvci	rdf:type	<wikicategory_Countries_bordering_the_Atlantic_Ocean>	cameroon	
<Cameroon>y3zvci	rdf:type	<wikicategory_African_countries>	cameroon	
<Central_African_Republic>1vyipdd	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	centralafricanrepublic	(7,7,8)
<Central_African_Republic>1vyipdd	rdf:type	<wikicategory_African_countries>	centralafricanrepublic	(7,7,8)
<Chile>10lavwd	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	chile	
<Costa_Rica>1qogn4	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	costarica	(5,4)
<Croatia>96epfv	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	croatia	
<Croatia>96epfv	rdf:type	<wikicategory_Countries_of_the_Mediterranean_Sea>	croatia	
<Croatia>96epfv	rdf:type	<wikicategory_European_countries>	croatia	
<Cyprus>1x55r5i	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	cyprus	
<Cyprus>1x55r5i	rdf:type	<wikicategory_Countries_of_the_Mediterranean_Sea>	cyprus	
<Cyprus>1x55r5i	rdf:type	<wikicategory_European_countries>	cyprus	
<Cyprus>1x55r5i	rdf:type	<wikicategory_Near_Eastern_countries>	cyprus	
<Cyprus>1x55r5i	rdf:type	<wikicategory_European_Union_member_economies>	cyprus	
<Courtney_Love>17a5j7e	rdf:type	<wikicategory_Female_rock_singers>	courtneylove	(8,4)
<Courtney_Love>17a5j7e	rdf:type	<wikicategory_20th-century_actors>	courtneylove	(8,4)
<Courtney_Love>17a5j7e	rdf:type	<wikicategory_21st-century_actors>	courtneylove	(8,4)
<Chuck_D>4jac3h	rdf:type	<wikicategory_African_American_rappers>	chuckd	(5,1)
<C._S._Forester>19hp9h6	rdf:type	<wikicategory_English_novelists>	csforester	(1,1,8)
<Czech_Republic>599siw	rdf:type	<wikicategory_European_Union_member_economies>	czechrepublic	(5,8)
<Cardiff>16c795	rdf:type	<wikicategory_Capitals_in_Europe>	cardiff	
<Charles_Dickens>1de5o6a	rdf:type	<wikicategory_English_novelists>	charlesdickens	(7,7)
<C_(programming_language)>1kkhtmn	rdf:type	<wordnet_programming_language_106898352>	c	
<Common_Lisp>v8w8dq	rdf:type	<wordnet_programming_language_106898352>	commonlisp	(6,4)
<Charles_Sanders_Peirce>1u51veg	rdf:type	<wikicategory_20th-century_mathematicians>	charlessanderspeirce	(7,7,6)
<Cecil_B._DeMille>14qa1m8	rdf:type	<wikicategory_American_film_directors>	cecilbdemille	(5,1,7)
<Cologne>7pv4rz	rdf:type	<wikicategory_Holy_cities>	cologne	
<Calvin_Coolidge>1eot27o	rdf:type	<wikicategory_Presidents_of_the_United_States>	calvincoolidge	(6,8)
<Cairo>10l6f54	rdf:type	<wikicategory_Capitals_in_Africa>	cairo	
<Crux>zjt8j6	rdf:type	<wikicategory_Constellations>	crux	
<Cetus>10l97bk	rdf:type	<wikicategory_Constellations>	cetus	
<Carina_(constellation)>1ex5sg7	rdf:type	<wikicategory_Constellations>	carina	
<Camelopardalis>18g0bkh	rdf:type	<wikicategory_Constellations>	camelopardalis	
<Canis_Major>1hxru2c	rdf:type	<wikicategory_Constellations>	canismajor	(5,5)
<Canis_Minor>1hxx0xc	rdf:type	<wikicategory_Constellations>	canisminor	(5,5)
<Centaurus>1lrf0us	rdf:type	<wikicategory_Constellations>	centaurus	
<Corona_Borealis>13ug908	rdf:type	<wikicategory_Constellations>	coronaborealis	(6,8)
<Cygnus_(constellation)>lo64a	rdf:type	<wikicategory_Constellations>	cygnus	
<Corona_Australis>13gtoa7	rdf:type	<wikicategory_Constellations>	coronaaustralis	(6,9)
<Caelum>1wrrjlp	rdf:type	<wikicategory_Constellations>	caelum	
<Canes_Venatici>mkurry	rdf:type	<wikicategory_Constellations>	canesvenatici	(5,8)
<Chamaeleon>fpvpwt	rdf:type	<wikicategory_Constellations>	chamaeleon	
<Connecticut>kl86pv	rdf:type	<wikicategory_States_of_the_United_States>	connecticut	
<Charles_Williams_(British_writer)>eforly	rdf:type	<wikicategory_English_novelists>	charleswilliams	(7,8)
<Cimbri>1wwasr6	rdf:type	<wikicategory_Ethnic_groups_in_Europe>	cimbri	
<Cape_Town>zpgp6m	rdf:type	<wikicategory_Capitals_in_Africa>	capetown	(4,4)
<Charlton_Athletic_F.C.>u9ol3k	rdf:type	<wikicategory_Premier_League_clubs>	charltonathleticfc	(8,8,2)
<COBOL>10ku3lf	rdf:type	<wordnet_programming_language_106898352>	cobol	
<Carl_Sagan>1nroman	rdf:type	<wikicategory_Jewish_American_scientists>	carlsagan	(4,5)
<Cary_Elwes>11a0ds4	rdf:type	<wikicategory_English_film_actors>	caryelwes	(4,5)
<Christopher_Guest>rv8llc	rdf:type	<wikicategory_American_film_directors>	christopherguest	(11,5)
<Chelsea_F.C.>9gr8pb	rdf:type	<wikicategory_Premier_League_clubs>	chelseafc	(7,2)
<Carousel_(musical)>baaj42	rdf:type	<wikicategory_Broadway_musicals>	carousel	
<CLU_(programming_language)>h9czti	rdf:type	<wordnet_programming_language_106898352>	clu	
<Chaim_Topol>1bpi1yr	rdf:type	<wikicategory_Israeli_film_actors>	chaimtopol	(5,5)
<Chaim_Topol>1bpi1yr	rdf:type	<wikicategory_Israeli_stage_actors>	chaimtopol	(5,5)
<Clarence_Brown>gkjlp8	rdf:type	<wikicategory_American_film_directors>	clarencebrown	(8,5)
<Cyclone_(programming_language)>1qg1tvf	rdf:type	<wordnet_programming_language_106898352>	cyclone	
<Drew_Barrymore>128cxf4	rdf:type	<wikicategory_20th-century_actors>	drewbarrymore	(4,9)
<Drew_Barrymore>128cxf4	rdf:type	<wikicategory_21st-century_actors>	drewbarrymore	(4,9)
<Drew_Barrymore>128cxf4	rdf:type	<wikicategory_American_film_directors>	drewbarrymore	(4,9)
<D._W._Griffith>1lw3tw2	rdf:type	<wikicategory_American_film_directors>	dwgriffith	(1,1,8)
<David_Lynch>1q4qhgb	rdf:type	<wikicategory_American_film_directors>	davidlynch	(5,5)
<David_Cronenberg>6dbobe	rdf:type	<wikicategory_Canadian_film_actors>	davidcronenberg	(5,10)
<David_Hume>1na9m6o	rdf:type	<wikicategory_Philosophers_of_mind>	davidhume	(5,4)
<Delaware>1e2xj6b	rdf:type	<wikicategory_States_of_the_United_States>	delaware	
<Delphi>1xb4vxi	rdf:type	<wikicategory_Holy_cities>	delphi	
<Denmark>hovdx6	rdf:type	<wikicategory_European_Union_member_economies>	denmark	
<Dominican_Republic>1i9bq8d	rdf:type	<wikicategory_Member_states_of_the_United_Nations>	dominicanrepublic	(9,8)
<David_Fincher>hue9ua	rdf:type	<wikicategory_American_film_directors>	davidfincher	(5,7)
<Dr._Dre>mv03qw	rdf:type	<wikicategory_African_American_rappers>	drdre	(2,3)
<Douglas_Adams>1obfheu	rdf:type	<wikicategory_English_science_fiction_writers>	douglasadams	(7,5)
<Douglas_Adams>1obfheu	rdf:type	<wikicategory_English_novelists>	douglasadams	(7,5)
<Donald_Knuth>riykbh	rdf:type	<wikicategory_20th-century_mathematicians>	donaldknuth	(6,5)
<Dave_Grohl>1ww41xx	rdf:type	<wikicategory_American_rock_guitarists>	davegrohl	(4,5)
<Dwight_D._Eisenhower>1m3ypyw	rdf:type	<wikicategory_Presidents_of_the_United_States>	dwightdeisenhower	(6,1,10)
<Daniel_Defoe>1cyrbp7	rdf:type	<wikicategory_English_novelists>	danieldefoe	(6,5)
<Doris_Day>epk1qm	rdf:type	<wikicategory_20th-century_actors>	dorisday	(5,3)
<Doris_Day>epk1qm	rdf:type	<wikicategory_American_pop_singers>	dorisday	(5,3)
<David_Hilbert>1b62k79	rdf:type	<wikicategory_20th-century_mathematicians>	davidhilbert	(5,7)
<Delroy_Lindo>4nytxq	rdf:type	<wikicategory_English_film_actors>	delroylindo	(6,5)
<Dorado>1xgqckl	rdf:type	<wikicategory_Constellations>	dorado	
<Delphinus>1vr2td2	rdf:type	<wikicategory_Constellations>	delphinus	
<Diego_Maradona>jpcws8	rdf:type	<wikicategory_FC_Barcelona_footballers>	diegomaradona	(5,8)
<Dublin>1xjr4m8	rdf:type	<wikicategory_Capitals_in_Europe>	dublin	
<Dublin>1xjr4m8	rdf:type	<wikicategory_University_towns>	dublin	
<Depeche_Mode>12qv6g	rdf:type	<wikicategory_Synthpop_groups>	depechemode	(7,4)
<David>10lqh5g	rdf:type	<wikicategory_Hebrew_Bible_people>	david	
<David_Beckham>s3u2m6	rdf:type	<wikicategory_A.C._Milan_players>	davidbeckham	(5,7)
<David_Beckham>s3u2m6	rdf:type	<wikicategory_Manchester_United_F.C._players>	davidbeckham	(5,7)
<Dolly_Parton>1ysgq3n	rdf:type	<wikicategory_20th-century_actors>	dollyparton	(5,6)
<Dolly_Parton>1ysgq3n	rdf:type	<wikicategory_21st-century_actors>	dollyparton	(5,6)
<Dylan_(programming_language)>3lig0u	rdf:type	<wordnet_programming_language_106898352>	dylan	
<Daniel_Dennett>xj8sis	rdf:type	<wikicategory_Philosophers_of_mind>	danieldennett	(6,7)
<Douglas_Hofstadter>hj0oyk	rdf:type	<wikicategory_Philosophers_of_mind>	douglashofstadter	(7,10)
<Desi_Arnaz>1rjazzi	rdf:type	<wikicategory_20th-century_actors>	desiarnaz	(4,5)
<David_Bowie>1pz2cgr	rdf:type	<wikicategory_English_film_actors>	davidbowie	(5,5)
<Dennis_Hopper>vs8v7s	rdf:type	<wikicategory_20th-century_actors>	dennishopper	(6,6)
<Dennis_Hopper>vs8v7s	rdf:type	<wikicategory_21st-century_actors>	dennishopper	(6,6)
<Dennis_Hopper>vs8v7s	rdf:type	<wikicategory_American_film_directors>	dennishopper	(6,6)
<Damascus>1qvfk9r	rdf:type	<wikicategory_Capitals_in_Asia>	damascus	
<Dana_Plato>1rutdsh	rdf:type	<wikicategory_20th-century_actors>	danaplato	(4,5)
<Dimona>1xdcooq	rdf:type	<wikicategory_Cities_in_Israel>	dimona	
<Davy_Jones_(musician)>12mhzzr	rdf:type	<wikicategory_English_film_actors>	davyjones	(4,5)
<Elvis_Presley>n4kpe2	rdf:type	<wikicategory_20th-century_actors>	elvispresley	(5,7)
